mercado_id,NomTipoMercado,DscModalidadeTarifaria,DscSubGrupoTarifario,DscClasseConsumoMercado,DscSubClasseConsumidor,DscDetalheConsumidor,DscPostoTarifario,DscOpcaoEnergia,DscDetalheMercado
5408,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 04,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5409,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC.,Não se aplica,CATIVO,ICMS (R$)
5410,Sistema Isolado - Regular,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5411,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 03,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5412,Sistema Isolado - Regular,Convencional,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5413,Sistema Isolado - Regular,Convencional,B4,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5414,Sistema Isolado - Regular,Convencional,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5415,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5416,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 01,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5417,Sistema Isolado - Regular,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC.,Não se aplica,CATIVO,ICMS (R$)
5418,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5419,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5420,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 02,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5421,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 01,Não se aplica,Não se aplica,CATIVO,ICMS (R$)
5422,Sistema Isolado - Regular,Convencional,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5423,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 04,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5424,Sistema Isolado - Regular,Convencional,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5425,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 03,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5426,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 01,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5427,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5428,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 02,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5429,Sistema Isolado - Regular,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,Número de consumidores
5430,Sistema Isolado - Regular,Convencional,B3,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5431,Sistema Isolado - Regular,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC.,Não se aplica,CATIVO,Número de consumidores
5432,Sistema Isolado - Regular,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5433,Sistema Isolado - Regular,Convencional,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5434,Sistema Isolado - Regular,Convencional,B4,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5435,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC.,Não se aplica,CATIVO,Número de consumidores
5436,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5437,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5438,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5439,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Número de consumidores
5440,Sistema Isolado - Regular,Convencional,B4,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5441,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 04,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5442,Sistema Isolado - Regular,Convencional,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5443,Sistema Isolado - Regular,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5444,Sistema Isolado - Regular,Convencional,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5445,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 02,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5446,Sistema Isolado - Regular,Convencional,B3,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5447,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 03,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5448,Sistema Isolado - Regular,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC.,Não se aplica,CATIVO,PIS/PASEP (R$)
5449,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5450,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 01,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5451,Sistema Isolado - Regular,Convencional,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5452,Sistema Isolado - Regular,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5453,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC.,Não se aplica,CATIVO,PIS/PASEP (R$)
5454,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5455,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5456,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 02,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5457,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 01,Não se aplica,Não se aplica,CATIVO,PIS/PASEP (R$)
5458,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 02,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5459,Sistema Isolado - Regular,Convencional,B4,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5460,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5461,Sistema Isolado - Regular,Convencional,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5462,Sistema Isolado - Regular,Convencional,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5463,Sistema Isolado - Regular,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5464,Sistema Isolado - Regular,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5465,Sistema Isolado - Regular,Convencional,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5466,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 04,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5467,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 01,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5468,Sistema Isolado - Regular,Convencional,B3,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5469,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC.,Não se aplica,CATIVO,Receita Bandeiras (R$)
5470,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 03,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5471,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5472,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5473,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5474,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Receita Bandeiras (R$)
5475,Sistema Isolado - Regular,Convencional,B3,Comercial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5476,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC.,Não se aplica,CATIVO,Receita Energia (R$)
5477,Sistema Isolado - Regular,Convencional,B2,Rural,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5478,Sistema Isolado - Regular,Convencional,B3,Poder público,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5479,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 03,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5480,Sistema Isolado - Regular,Convencional,B3,Consumo próprio,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5481,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 01,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5482,Sistema Isolado - Regular,Convencional,B3,Serviço público,"Água, esgoto e saneamento",Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5483,Sistema Isolado - Regular,Convencional,B3,Industrial,Não se aplica,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5484,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5485,Sistema Isolado - Regular,Convencional,B2,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Receita Energia (R$)
5486,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 04,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5487,Sistema Isolado - Regular,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC. PR,Não se aplica,CATIVO,Receita Energia (R$)
5488,Sistema Isolado - Regular,Convencional,B4,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5489,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial baixa renda – faixa 02,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5490,Sistema Isolado - Regular,Convencional,B2,Rural,Aquicultura,IRRIG./AQUIC.,Não se aplica,CATIVO,Receita Energia (R$)
5491,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5492,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Tarifa Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5493,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 02,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5494,Sistema Isolado - Regular,Convencional,B1,Residencial,Residencial Desconto Social – faixa 01,Não se aplica,Não se aplica,CATIVO,Receita Energia (R$)
5495,Sistema Isolado - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Desconto Energia TE %
5496,Sistema Isolado - Regular,Verde,A4,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TE %
5497,Sistema Isolado - Regular,Verde,A4,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TE %
5498,Sistema Isolado - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Desconto Energia TE %
5499,Sistema Isolado - Regular,Verde,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Desconto Energia TE %
5500,Sistema Isolado - Regular,Verde,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Desconto Energia TE %
5501,Sistema Isolado - Regular,Verde,A3a,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TE %
5502,Sistema Isolado - Regular,Verde,A3a,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TE %
5503,Sistema Isolado - Regular,Verde,A4,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TUSD %
5504,Sistema Isolado - Regular,Verde,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Desconto Energia TUSD %
5505,Sistema Isolado - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Desconto Energia TUSD %
5506,Sistema Isolado - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Desconto Energia TUSD %
5507,Sistema Isolado - Regular,Verde,A4,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TUSD %
5508,Sistema Isolado - Regular,Verde,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Desconto Energia TUSD %
5509,Sistema Isolado - Regular,Verde,A3a,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TUSD %
5510,Sistema Isolado - Regular,Verde,A3a,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Desconto Energia TUSD %
5511,Sistema Isolado - Regular,Verde,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5512,Sistema Isolado - Regular,Verde,A4,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5513,Sistema Isolado - Regular,Verde,A3a,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5514,Sistema Isolado - Regular,Verde,A4,Consumo próprio,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5515,Sistema Isolado - Regular,Verde,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5516,Sistema Isolado - Regular,Verde,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5517,Sistema Isolado - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5518,Sistema Isolado - Regular,Verde,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5519,Sistema Isolado - Regular,Verde,A4,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Energia TE (kWh)
5520,Sistema Isolado - Regular,Verde,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5521,Sistema Isolado - Regular,Verde,A4,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Energia TE (kWh)
5522,Sistema Isolado - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5523,Sistema Isolado - Regular,Verde,A4,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Energia TE (kWh)
5524,Sistema Isolado - Regular,Verde,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5525,Sistema Isolado - Regular,Verde,A4,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Energia TUSD (kWh)
5526,Sistema Isolado - Regular,Verde,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5527,Sistema Isolado - Regular,Verde,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5528,Sistema Isolado - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5529,Sistema Isolado - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5530,Sistema Isolado - Regular,Verde,A4,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Energia TUSD (kWh)
5531,Sistema Isolado - Regular,Verde,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5532,Sistema Isolado - Regular,Verde,A4,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5533,Sistema Isolado - Regular,Verde,A4,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5534,Sistema Isolado - Regular,Verde,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5535,Sistema Isolado - Regular,Verde,A4,Consumo próprio,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5536,Sistema Isolado - Regular,Verde,A3a,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Energia TUSD (kWh)
5537,Sistema Isolado - Regular,Verde,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
5538,Sistema Isolado - Regular,Verde,A4,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
5539,Sistema Isolado - Regular,Verde,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
5540,Sistema Isolado - Regular,Verde,A3a,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
5541,Sistema Isolado - Regular,Verde,A4,Serviço público,"Água, esgoto e saneamento",Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
5542,Sistema Isolado - Regular,Verde,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Bandeiras (R$)
5543,Sistema Isolado - Regular,Verde,A4,Comercial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5544,Sistema Isolado - Regular,Verde,A4,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5545,Sistema Isolado - Regular,Verde,A4,Consumo próprio,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5546,Sistema Isolado - Regular,Verde,A4,Poder público,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5547,Sistema Isolado - Regular,Verde,A4,Rural,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5548,Sistema Isolado - Regular,Verde,A4,Rural,Aquicultura,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5549,Sistema Isolado - Regular,Verde,A4,Rural,Aquicultura,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Receita Energia (R$)
5550,Sistema Isolado - Regular,Verde,A4,Residencial,Residencial,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5551,Sistema Isolado - Regular,Verde,A3a,Industrial,Não se aplica,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
5552,Sistema Isolado - Regular,Verde,A4,Rural,Agropecuária rural,IRRIG./AQUIC. PR,Fora ponta,CATIVO,Receita Energia (R$)
5553,Sistema Isolado - Regular,Verde,A4,Rural,Agropecuária rural,Não se aplica,Fora ponta,CATIVO,Receita Energia (R$)
